"item_description","sales","transaction_frequency","share_sales","cumulative_sales","cumulative_frequency","sales_category","frequency_category","combined_category","sales_x_frequency"
"cedar ridge american whiskey sampler collection","0.5","3","5.793909280682221e-07","100.0000000000152","10514546","C","Z","CZ","1051454600.0001599"
"rumchata limon","1.3","2","1.5064164129773775e-06","99.99999942062428","10514543","C","Z","CZ","1051454293.9081291"
"99 bananas","1.34","61","1.5527676872228353e-06","99.99999791420787","10514541","C","Z","CZ","1051454078.0688531"
"canadian ltd whisky","1.34","5","1.5527676872228353e-06","99.99999791420787","10514541","C","Z","CZ","1051454078.0688531"
"platinum 7x vodka","1.34","18","1.5527676872228353e-06","99.99999791420787","10514541","C","Z","CZ","1051454078.0688531"
"fireball cinnamon whiskey","1.35","162","1.5643555057841997e-06","99.99999325590481","10514457","C","Z","CZ","1051445629.0895011"
"fireball cinnamon","1.35","108","1.5643555057841997e-06","99.99999325590481","10514457","C","Z","CZ","1051445629.0895011"
"99 cinnamon","1.43","16","1.6570580542751151e-06","99.99999012719381","10514187","C","Z","CZ","1051418596.1954695"
"99 peppermint","1.43","19","1.6570580542751151e-06","99.99999012719381","10514187","C","Z","CZ","1051418596.1954695"
"99 mangoes","1.43","17","1.6570580542751151e-06","99.99999012719381","10514187","C","Z","CZ","1051418596.1954695"
"99 grapes","1.43","11","1.6570580542751151e-06","99.99999012719381","10514187","C","Z","CZ","1051418596.1954695"
"seagrams extra dry gin","1.46","94","1.6918215099592085e-06","99.99998349896161","10514124","C","Z","CZ","1051412226.5060363"
"new amsterdam pineapple","1.5","9","1.7381727842046663e-06","99.9999818071401","10514030","C","Z","CZ","1051402808.7197253"
"cedar ridge american whiskey sampler collection","1.5","1","1.7381727842046663e-06","99.9999818071401","10514030","C","Z","CZ","1051402808.7197253"
"new amsterdam 80prf","1.5","15","1.7381727842046663e-06","99.9999818071401","10514030","C","Z","CZ","1051402808.7197253"
"paul masson grande amber brandy vs","1.5","72","1.7381727842046663e-06","99.9999818071401","10514030","C","Z","CZ","1051402808.7197253"
"new amsterdam peach","1.5","13","1.7381727842046663e-06","99.9999818071401","10514030","C","Z","CZ","1051402808.7197253"
"mccormick apple vodka","1.7","36","1.969929155431955e-06","99.99997311627618","10513920","C","Z","CZ","1051391717.3466785"
"mccormick peach vodka","1.7","27","1.969929155431955e-06","99.99997311627618","10513920","C","Z","CZ","1051391717.3466785"
"mccormick vodka","1.7","27","1.969929155431955e-06","99.99997311627618","10513920","C","Z","CZ","1051391717.3466785"
"five oclock vodka","1.7","174","1.969929155431955e-06","99.99997311627618","10513920","C","Z","CZ","1051391717.3466785"
"mccormick 80prf vodka","1.7","63","1.969929155431955e-06","99.99997311627618","10513920","C","Z","CZ","1051391717.3466785"
"barton vodka","1.7","87","1.969929155431955e-06","99.99997311627618","10513920","C","Z","CZ","1051391717.3466785"
"hawkeye vodka","1.73","48","2.0046926111160486e-06","99.99996129670123","10513506","C","Z","CZ","1051350193.0926361"
"five oclock gin","1.8","68","2.0858073410455994e-06","99.99995929200861","10513458","C","Z","CZ","1051345372.0182422"
"e & j vs","1.86","36","2.1553342524137863e-06","99.99995720620127","10513390","C","Z","CZ","1051338550.0921044"
"red stag black cherry","1.88","1","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"jim beam honey","1.88","15","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"jim beam peach","1.88","14","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"jim beam vanilla","1.88","5","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"jim beam kentucky fire","1.88","7","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"jim beam apple","1.88","46","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"jim beam","1.88","37","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"red stag","1.88","7","2.178509889536515e-06","99.99995505086702","10513354","C","Z","CZ","1051334927.4338529"
"five star","1.97","85","2.282800256588795e-06","99.99993762278791","10513222","C","Z","CZ","1051321544.2145215"
"beams 8 star bl whiskey","1.97","111","2.282800256588795e-06","99.99993762278791","10513222","C","Z","CZ","1051321544.2145215"
"uv blue raspberry","2.01","10","2.3291515308342527e-06","99.9999330571874","10513026","C","Z","CZ","1051301896.2284707"
"barton naturals vodka","2.01","1","2.3291515308342527e-06","99.9999330571874","10513026","C","Z","CZ","1051301896.2284707"
"uv vodka","2.01","1","2.3291515308342527e-06","99.9999330571874","10513026","C","Z","CZ","1051301896.2284707"
"uv blue raspberry vodka","2.01","3","2.3291515308342527e-06","99.9999330571874","10513026","C","Z","CZ","1051301896.2284707"
"jim beam honey","2.1","4","2.4334418978865328e-06","99.9999237405813","10513011","C","Z","CZ","1051300298.2838923"
"jim beam apple","2.1","4","2.4334418978865328e-06","99.9999237405813","10513011","C","Z","CZ","1051300298.2838923"
"jim beam","2.1","9","2.4334418978865328e-06","99.9999237405813","10513011","C","Z","CZ","1051300298.2838923"
"nefarious whiskey sout","2.25","3","2.6072591763069996e-06","99.99991644025562","10512994","C","Z","CZ","1051298521.5369086"
"chichis peach margarita","2.25","2","2.6072591763069996e-06","99.99991644025562","10512994","C","Z","CZ","1051298521.5369086"
"black velvet","2.34","202","2.7115495433592792e-06","99.99991122573726","10512989","C","Z","CZ","1051297966.7171524"
"on the rocks cocktails tres gen jalapeno pineapple margarita","2.37","12","2.746312999043373e-06","99.99990851418772","10512787","C","Z","CZ","1051277738.2291421"
"on the rocks cocktails effen cosmopolitan","2.37","9","2.746312999043373e-06","99.99990851418772","10512787","C","Z","CZ","1051277738.2291421"
"on the rocks cocktails larios aviation","2.37","9","2.746312999043373e-06","99.99990851418772","10512787","C","Z","CZ","1051277738.2291421"
"on the rocks cocktails hornitos margarita","2.37","6","2.746312999043373e-06","99.99990851418772","10512787","C","Z","CZ","1051277738.2291421"
"on the rocks cocktails cruzan mai tai","2.37","14","2.746312999043373e-06","99.99990851418772","10512787","C","Z","CZ","1051277738.2291421"
"on the rocks cocktails knob creek bourbon old fashioned","2.37","13","2.746312999043373e-06","99.99990851418772","10512787","C","Z","CZ","1051277738.2291421"
"pennsylvania dutch egg nog","2.48","2","2.8737790032183817e-06","99.99989203630972","10512724","C","Z","CZ","1051271265.007522"
"revel stoke peach","2.51","9","2.9085424589024745e-06","99.9998891625307","10512722","C","Z","CZ","1051271034.7964982"
"revel stoke cherry","2.51","2","2.9085424589024745e-06","99.9998891625307","10512722","C","Z","CZ","1051271034.7964982"
"revel stoke roasted pecan","2.51","9","2.9085424589024745e-06","99.9998891625307","10512722","C","Z","CZ","1051271034.7964982"
"revel stoke peanut butter","2.51","8","2.9085424589024745e-06","99.9998891625307","10512722","C","Z","CZ","1051271034.7964982"
"revel stoke blackberry","2.51","7","2.9085424589024745e-06","99.9998891625307","10512722","C","Z","CZ","1051271034.7964982"
"barton vodka","2.57","72","2.9780693702706617e-06","99.99987461981843","10512687","C","Z","CZ","1051267381.9173951"
"nikolai vodka","2.57","53","2.9780693702706617e-06","99.99987461981843","10512687","C","Z","CZ","1051267381.9173951"
"barton naturals vodka","2.58","1","2.989657188832026e-06","99.99986866367968","10512562","C","Z","CZ","1051254819.3187897"
"fleischmanns 80prf vodka","2.61","6","3.0244206445161193e-06","99.99986567402249","10512561","C","Z","CZ","1051254687.8899676"
"skol vodka","2.61","202","3.0244206445161193e-06","99.99986567402249","10512561","C","Z","CZ","1051254687.8899676"
"fleischmanns royal vodka","2.61","9","3.0244206445161193e-06","99.99986567402249","10512561","C","Z","CZ","1051254687.8899676"
"popov 80prf","2.63","14","3.047596281638848e-06","99.99985660076054","10512344","C","Z","CZ","1051232892.5378654"
"popov vodka 80 prf","2.63","4","3.047596281638848e-06","99.99985660076054","10512344","C","Z","CZ","1051232892.5378654"
"seagrams extra smooth vodka","2.64","84","3.0591841002002125e-06","99.99985050556798","10512326","C","Z","CZ","1051231028.4657954"
"seagrams extra smooth","2.64","20","3.0591841002002125e-06","99.99985050556798","10512326","C","Z","CZ","1051231028.4657954"
"99 bananas","2.68","56","3.1055353744456706e-06","99.99984438719979","10512222","C","Z","CZ","1051220564.1636981"
"platinum 7x vodka","2.68","16","3.1055353744456706e-06","99.99984438719979","10512222","C","Z","CZ","1051220564.1636981"
"canadian ltd whisky","2.68","9","3.1055353744456706e-06","99.99984438719979","10512222","C","Z","CZ","1051220564.1636981"
"blue ox vodka","2.69","11","3.117123193007035e-06","99.99983507059368","10512141","C","Z","CZ","1051212366.2388257"
"fireball cinnamon","2.7","115","3.1287110115683994e-06","99.99983195347048","10512130","C","Z","CZ","1051211233.4730356"
"mccormick vodka pet","2.7","75","3.1287110115683994e-06","99.99983195347048","10512130","C","Z","CZ","1051211233.4730356"
"fireball cinnamon whiskey","2.7","183","3.1287110115683994e-06","99.99983195347048","10512130","C","Z","CZ","1051211233.4730356"
"mccormick 80prf vodka pet","2.7","140","3.1287110115683994e-06","99.99983195347048","10512130","C","Z","CZ","1051211233.4730356"
"kessler blend whiskey","2.75","141","3.1866501043752214e-06","99.99981943862642","10511617","C","Z","CZ","1051159802.007996"
"on the rocks cocktails hornitos margarita","2.79","4","3.2330013786206794e-06","99.99981625197631","10511476","C","Z","CZ","1051145668.537059"
"hawkeye vodka","2.79","255","3.2330013786206794e-06","99.99981625197631","10511476","C","Z","CZ","1051145668.537059"
"on the rocks cocktails knob creek bourbon old fashioned","2.79","3","3.2330013786206794e-06","99.99981625197631","10511476","C","Z","CZ","1051145668.537059"
"on the rocks cocktails effen cosmopolitan","2.79","5","3.2330013786206794e-06","99.99981625197631","10511476","C","Z","CZ","1051145668.537059"
"blue ox vodka","2.79","6","3.2330013786206794e-06","99.99981625197631","10511476","C","Z","CZ","1051145668.537059"
"blue ox vodka","2.85","10","3.302528289988866e-06","99.99980008696942","10511203","C","Z","CZ","1051118198.6735532"
"canadian club whisky","2.85","1","3.302528289988866e-06","99.99980008696942","10511203","C","Z","CZ","1051118198.6735532"
"99 peppermint","2.86","24","3.3141161085502302e-06","99.99979348191285","10511192","C","Z","CZ","1051117029.2487345"
"99 grape","2.86","3","3.3141161085502302e-06","99.99979348191285","10511192","C","Z","CZ","1051117029.2487345"
"99 grapes","2.86","23","3.3141161085502302e-06","99.99979348191285","10511192","C","Z","CZ","1051117029.2487345"
"99 cinnamon","2.86","17","3.3141161085502302e-06","99.99979348191285","10511192","C","Z","CZ","1051117029.2487345"
"99 mangoes","2.86","25","3.3141161085502302e-06","99.99979348191285","10511192","C","Z","CZ","1051117029.2487345"
"five oclock vodka","2.9","155","3.3604673827956882e-06","99.99977691133228","10511100","C","Z","CZ","1051107655.0927047"
"seagrams extra dry gin","2.92","133","3.383643019918417e-06","99.99977355086489","10510945","C","Z","CZ","1051092119.8055955"
"paul masson red berry grande amber","2.94","3","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"paul masson apple grande amber brandy","2.94","12","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"paul masson grande amber brandy","2.94","92","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"paul masson grande amber brandy vs","2.94","231","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"paul masson pineapple grande amber brandy","2.94","5","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"paul masson peach grande amber brandy","2.94","142","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"christian bros brandy","2.94","41","3.406818657041146e-06","99.99977016722187","10510812","C","Z","CZ","1051078784.2708776"
"seagrams 7 crown bl whiskey","2.99","85","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"christian bros brandy","2.99","147","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam raspberry","2.99","9","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"seagrams 7 crown","2.99","327","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam 80prf","2.99","207","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam red berry","2.99","165","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"malibu coconut rum","2.99","30","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam mango","2.99","33","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam grapefruit","2.99","1","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam apple","2.99","95","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"seagrams extra dry gin","2.99","295","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam pink whitney","2.99","4","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam peach","2.99","258","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam gin","2.99","43","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"five oclock gin","2.99","226","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam passion fruit flavored vodka","2.99","2","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"new amsterdam pineapple","2.99","155","3.4647577498479683e-06","99.99974631949122","10510286","C","Z","CZ","1051025933.7453002"
"paul masson grande amber brandy vs","3","50","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"e & j vs brandy","3","89","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"e & j vs","3","302","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"jack daniels old #7 black label","3","92","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"cedar ridge american whiskey sampler collection","3","3","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"romana sambuca holiday minis","3","3","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"romana sambuca holiday","3","16","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"jim beam mini counter unit","3","3","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"new amsterdam 80prf","3","29","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"new amsterdam pineapple","3","8","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"romana sambuca italian liquore holiday minis","3","9","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"jim beam 50ml holiday 4 pack","3","7","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"jack daniels black label","3","46","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"new amsterdam peach","3","18","3.4763455684093327e-06","99.99968741860941","10508204","C","Z","CZ","1050817115.3309811"
"canadian ltd whisky","3.08","374","3.5690481169002483e-06","99.99963874977145","10507529","C","Z","CZ","1050749104.1527473"
"beams 8 star bl whiskey","3.14","142","3.6385750282684347e-06","99.99963518072333","10507155","C","Z","CZ","1050711666.7873131"
"five star","3.14","186","3.6385750282684347e-06","99.99963518072333","10507155","C","Z","CZ","1050711666.7873131"
"caliber vodka","3.17","1","3.673338483952528e-06","99.99962790357328","10506827","C","Z","CZ","1050678790.4472172"
"montezuma triple sec","3.2","69","3.7081019396366216e-06","99.9996242302348","10506826","C","Z","CZ","1050678651.852461"
"jagermeister liqueur","3.2","20","3.7081019396366216e-06","99.9996242302348","10506826","C","Z","CZ","1050678651.852461"
"mr boston triple sec","3.2","20","3.7081019396366216e-06","99.9996242302348","10506826","C","Z","CZ","1050678651.852461"
"new amsterdam peach","3.36","1","3.893507036618452e-06","99.99961310592897","10506717","C","Z","CZ","1050667635.0134867"
"arrow peppermint schnapps","3.39","238","3.928270492302546e-06","99.99960921242193","10506716","C","Z","CZ","1050667494.1059009"
"mccormick vodka","3.4","47","3.93985831086391e-06","99.99960528415144","10506478","C","Z","CZ","1050643652.9266208"
"barton vodka","3.4","191","3.93985831086391e-06","99.99960528415144","10506478","C","Z","CZ","1050643652.9266208"
"mccormick 80prf vodka","3.4","75","3.93985831086391e-06","99.99960528415144","10506478","C","Z","CZ","1050643652.9266208"
"five oclock vodka","3.4","224","3.93985831086391e-06","99.99960528415144","10506478","C","Z","CZ","1050643652.9266208"
"mccormick apple vodka","3.4","50","3.93985831086391e-06","99.99960528415144","10506478","C","Z","CZ","1050643652.9266208"
"mccormick peach vodka","3.4","44","3.93985831086391e-06","99.99960528415144","10506478","C","Z","CZ","1050643652.9266208"
"paramount peppermint schnapps","3.42","409","3.963033947986639e-06","99.99958164500154","10505847","C","Z","CZ","1050580304.8263946"
"hawkeye vodka","3.46","144","4.009385222232097e-06","99.9995776819676","10505438","C","Z","CZ","1050539363.3640943"
"jameson original 50ml","3.47","12","4.020973040793461e-06","99.99957367258237","10505294","C","Z","CZ","1050524921.3051375"
"jameson mini","3.47","6","4.020973040793461e-06","99.99957367258237","10505294","C","Z","CZ","1050524921.3051375"
"dekuyper triple sec 30 pet","3.5","6","4.055736496477555e-06","99.9995656306363","10505276","C","Z","CZ","1050523036.8299483"
"jack daniels old #7 black label","3.5","4","4.055736496477555e-06","99.9995656306363","10505276","C","Z","CZ","1050523036.8299483"
"dekuyper triple sec","3.5","368","4.055736496477555e-06","99.9995656306363","10505276","C","Z","CZ","1050523036.8299483"
"five oclock gin","3.6","101","4.171614682091199e-06","99.9995534634268","10504898","C","Z","CZ","1050485109.1788453"
"juarez triple sec","3.63","265","4.2063781377752925e-06","99.99954929181213","10504797","C","Z","CZ","1050474965.4019802"
"e & j vs","3.72","22","4.3106685048275725e-06","99.999545085434","10504532","C","Z","CZ","1050448421.3353841"
"arrow peppermint schnapps","3.72","1","4.3106685048275725e-06","99.999545085434","10504532","C","Z","CZ","1050448421.3353841"
"e & j vsop","3.74","23","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam peach","3.74","50","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam red berry","3.74","74","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam apple vodka","3.74","36","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam gin","3.74","22","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam raspberry","3.74","3","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam apple","3.74","1","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam mango","3.74","20","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"e & j vsop superior reserve","3.74","56","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam","3.74","57","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam 80prf","3.74","6","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"new amsterdam pineapple","3.74","33","4.333844141950301e-06","99.99953646409699","10504509","C","Z","CZ","1050446030.782935"
"e & j vsop","3.75","180","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"hochstadters slow & low can","3.75","8","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"fireball cinnamon whiskey","3.75","200","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"crafthouse smoky margarita","3.75","3","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"sooh jinro green grape soju","3.75","1","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"crafthouse cocktails smoky margarita","3.75","3","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"crafthouse cocktails moscow mule","3.75","5","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"crafthouse cocktails paloma","3.75","5","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"crafthouse cocktails southside","3.75","6","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"crafthouse cocktails pineapple daiquiri","3.75","2","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"bacardi superior rum","3.75","393","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"wild turkey american honey","3.75","4","4.345431960511666e-06","99.99948445796724","10504128","C","Z","CZ","1050407384.6804985"
"jim beam apple","3.76","66","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"red stag","3.76","10","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"jim beam vanilla","3.76","2","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"jim beam","3.76","65","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"jim beam honey","3.76","23","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"jim beam peach","3.76","47","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"red stag black cherry","3.76","4","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"jim beam kentucky fire","3.76","11","4.35701977907303e-06","99.99943231278371","10503318","C","Z","CZ","1050325837.4006428"
"smirnoff 80prf","3.81","412","4.414958871879853e-06","99.9993974566255","10503090","C","Z","CZ","1050302671.4327087"
"fireball holiday ornament minis","3.87","14","4.484485783248039e-06","99.99939304166664","10502678","C","Z","CZ","1050261425.3120652"
"fireball cinnamon whiskey holiday ornament minis","3.87","12","4.484485783248039e-06","99.99939304166664","10502678","C","Z","CZ","1050261425.3120652"
"99 holiday ornament minis","3.87","9","4.484485783248039e-06","99.99939304166664","10502678","C","Z","CZ","1050261425.3120652"
"rumchata limon","3.9000000000000004","1","4.519249238932133e-06","99.99937958820928","10502643","C","Z","CZ","1050257784.0364491"
"beams 8 star bl whiskey","3.94","143","4.56560051317759e-06","99.99937506896003","10502642","C","Z","CZ","1050257636.5730126"
"five star","3.94","189","4.56560051317759e-06","99.99937506896003","10502642","C","Z","CZ","1050257636.5730126"
"on the rocks cocktails knob creek bourbon old fashioned","3.95","10","4.577188331738954e-06","99.999365937759","10502310","C","Z","CZ","1050224340.8817856"
"on the rocks cocktails tres gen jalapeno pineapple margarita","3.95","8","4.577188331738954e-06","99.999365937759","10502310","C","Z","CZ","1050224340.8817856"
"on the rocks cocktails larios aviation","3.95","6","4.577188331738954e-06","99.999365937759","10502310","C","Z","CZ","1050224340.8817856"
"on the rocks cocktails hornitos margarita","3.95","6","4.577188331738954e-06","99.999365937759","10502310","C","Z","CZ","1050224340.8817856"
"on the rocks cocktails effen cosmopolitan","3.95","6","4.577188331738954e-06","99.999365937759","10502310","C","Z","CZ","1050224340.8817856"
"on the rocks cocktails cruzan mai tai","3.95","7","4.577188331738954e-06","99.999365937759","10502310","C","Z","CZ","1050224340.8817856"
"southern comfort","3.96","355","4.588776150300319e-06","99.99933847462898","10502267","C","Z","CZ","1050219752.4839263"
"juarez triple sec","4.01","154","4.6467152431071415e-06","99.99933388585283","10501912","C","Z","CZ","1050184204.5278445"
"uv blue raspberry vodka","4.02","17","4.6583030616685054e-06","99.9993292391376","10501758","C","Z","CZ","1050168755.8317472"
"uv vodka","4.02","13","4.6583030616685054e-06","99.9993292391376","10501758","C","Z","CZ","1050168755.8317472"
"uv blue raspberry","4.02","31","4.6583030616685054e-06","99.9993292391376","10501758","C","Z","CZ","1050168755.8317472"
"canadian ltd whisky","4.0200000000000005","12","4.658303061668506e-06","99.99931526422843","10501697","C","Z","CZ","1050162509.1124018"
"99 bananas","4.0200000000000005","74","4.658303061668506e-06","99.99931526422843","10501697","C","Z","CZ","1050162509.1124018"
"platinum 7x vodka","4.0200000000000005","13","4.658303061668506e-06","99.99931526422843","10501697","C","Z","CZ","1050162509.1124018"
"fireball cinnamon whiskey","4.050000000000001","91","4.6930665173526e-06","99.99930128931926","10501598","C","Z","CZ","1050152462.4213126"
"fireball cinnamon","4.050000000000001","63","4.6930665173526e-06","99.99930128931926","10501598","C","Z","CZ","1050152462.4213126"
"admiral nelson spiced rum","4.11","212","4.762593428720786e-06","99.99929190318623","10501444","C","Z","CZ","1050136963.9609636"
"captain morgan spiced rum pet","4.13","193","4.785769065843514e-06","99.9992871405928","10501232","C","Z","CZ","1050115714.0979816"
"captain morgan original spiced pet","4.13","219","4.785769065843514e-06","99.9992871405928","10501232","C","Z","CZ","1050115714.0979816"
"jim beam honey","4.2","7","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"seagrams extra smooth","4.2","29","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"jim beam","4.2","10","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"jim beam peach","4.2","4","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"seagrams extra smooth vodka","4.2","89","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"arrow super peppermint schnapps","4.2","15","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"jim beam apple","4.2","6","4.8668837957730655e-06","99.99927756905467","10500820","C","Z","CZ","1050074413.8826807"
"99 peppermint","4.29","26","4.9711741628253455e-06","99.99924350086808","10500660","C","Z","CZ","1050058056.2598253"
"99 grape","4.29","1","4.9711741628253455e-06","99.99924350086808","10500660","C","Z","CZ","1050058056.2598253"
"99 mangoes","4.29","27","4.9711741628253455e-06","99.99924350086808","10500660","C","Z","CZ","1050058056.2598253"
"99 cinnamon","4.29","25","4.9711741628253455e-06","99.99924350086808","10500660","C","Z","CZ","1050058056.2598253"
"99 grapes","4.29","30","4.9711741628253455e-06","99.99924350086808","10500660","C","Z","CZ","1050058056.2598253"
"windsor canadian supreme whisky","4.34","18","5.029113255632168e-06","99.99921864499726","10500551","C","Z","CZ","1050046895.3419446"
"windsor canadian","4.34","63","5.029113255632168e-06","99.99921864499726","10500551","C","Z","CZ","1050046895.3419446"
"canadian mist whisky","4.35","74","5.040701074193532e-06","99.99920858677075","10500470","C","Z","CZ","1050038689.7891287"
"seagrams extra dry gin","4.38","130","5.0754645298776256e-06","99.99920354606968","10500396","C","Z","CZ","1050031236.9183359"
"ten high","4.44","86","5.144991441245813e-06","99.99919847060515","10500266","C","Z","CZ","1050018183.7281473"
"paramount white rum","4.44","67","5.144991441245813e-06","99.99919847060515","10500266","C","Z","CZ","1050018183.7281473"
"fleischmanns 80prf vodka","4.47","3","5.179754896929906e-06","99.99918818062226","10500113","C","Z","CZ","1050002775.8047981"
"fleischmanns royal vodka","4.47","13","5.179754896929906e-06","99.99918818062226","10500113","C","Z","CZ","1050002775.8047981"
